time="2022-02-25T23:26:19Z" level=info msg="nsp.nspOsIP :thalesnsp.ion.de.alcatel-lucent.com"
time="2022-02-25T23:26:19Z" level=info msg="nsp.nspIprcIP :thalesnsp.ion.de.alcatel-lucent.com"
time="2022-02-25T23:26:19Z" level=info msg="nsp.Username :admin"
time="2022-02-25T23:26:19Z" level=info msg="nsp.Password :NokiaNsp1!"
time="2022-02-25T23:26:19Z" level=info msg="nsp.linetoken :DefaultLineTokenValue"
time="2022-02-25T23:26:19Z" level=info msg="YWRtaW46Tm9raWFOc3AxIQ=="
time="2022-02-25T23:26:20Z" level=info msg="get token is success: true"
time="2022-02-25T23:26:34Z" level=info msg="Received Respone 10.6.31.92 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:34Z" level=info msg="Received Respone 10.6.31.90 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:34Z" level=info msg="Received Respone 10.6.31.133 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:34Z" level=info msg="Received Respone 10.6.30.178 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:34Z" level=info msg="Received Respone 10.6.30.86 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:34Z" level=info msg="Received Respone 10.6.30.181 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:34Z" level=info msg="Received Respone 10.6.30.84 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:35Z" level=info msg="Received Respone 10.6.31.51 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:36Z" level=info msg="Received Respone 10.6.30.184 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:36Z" level=info msg="Received Respone 10.6.30.169 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:36Z" level=info msg="Received Respone 10.6.31.67 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:36Z" level=info msg="Received Respone 10.6.30.5 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:36Z" level=info msg="Received Respone 10.6.30.128 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:36Z" level=info msg="Received Respone 10.6.30.144 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:36Z" level=info msg="Received Respone 10.6.31.13 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:36Z" level=info msg="Received Respone 10.6.30.182 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:36Z" level=info msg="Received Respone 10.6.30.21 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:36Z" level=info msg="Received Respone 10.6.30.80 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:36Z" level=info msg="Received Respone 10.6.30.94 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:36Z" level=info msg="Received Respone 10.6.30.37 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:36Z" level=info msg="Received Respone 10.6.30.123 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:36Z" level=info msg="Received Respone 10.6.31.97 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:36Z" level=info msg="Received Respone 10.6.30.46 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:36Z" level=info msg="Received Respone 10.6.31.19 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:36Z" level=info msg="Received Respone 10.6.30.175 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:37Z" level=info msg="Received Respone 10.6.31.46 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:37Z" level=info msg="Received Respone 10.6.30.92 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:37Z" level=info msg="Received Respone 10.6.31.118 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:37Z" level=info msg="Received Respone 10.6.31.84 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:37Z" level=info msg="Received Respone 10.6.31.41 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:37Z" level=info msg="Received Respone 10.6.30.143 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:37Z" level=info msg="Received Respone 10.6.30.148 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:37Z" level=info msg="Received Respone 10.6.31.104 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:37Z" level=info msg="Received Respone 10.6.30.106 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:37Z" level=info msg="Received Respone 10.6.30.180 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:37Z" level=info msg="Received Respone 10.6.30.161 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:37Z" level=info msg="Received Respone 10.6.31.22 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:37Z" level=info msg="Received Respone 10.6.30.160 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:37Z" level=info msg="Received Respone 10.6.30.57 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:37Z" level=info msg="Received Respone 10.6.30.83 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:37Z" level=info msg="Received Respone 10.6.31.5 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:37Z" level=info msg="Received Respone 10.6.30.132 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:37Z" level=info msg="Received Respone 10.6.30.28 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:37Z" level=info msg="Received Respone 10.6.30.145 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:37Z" level=info msg="Received Respone 10.6.30.11 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:37Z" level=info msg="Received Respone 10.6.31.86 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:38Z" level=info msg="Received Respone 10.6.30.165 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:38Z" level=info msg="Received Respone 10.6.31.11 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:38Z" level=info msg="Received Respone 10.6.31.21 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:38Z" level=info msg="Received Respone 10.6.31.4 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:39Z" level=info msg="Received Respone 10.6.31.134 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:40Z" level=info msg="Received Respone 10.6.31.120 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:40Z" level=info msg="Received Respone 10.6.31.132 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:40Z" level=info msg="Received Respone 10.6.31.98 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:40Z" level=info msg="Received Respone 10.6.30.2 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:40Z" level=info msg="Received Respone 10.6.30.149 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:40Z" level=info msg="Received Respone 10.6.30.34 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:40Z" level=info msg="Received Respone 10.6.30.158 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:40Z" level=info msg="Received Respone 10.6.30.101 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:40Z" level=info msg="Received Respone 10.6.30.17 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:40Z" level=info msg="Received Respone 10.6.30.152 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:41Z" level=info msg="Received Respone 10.6.31.124 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:41Z" level=info msg="Received Respone 10.6.30.173 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:41Z" level=info msg="Received Respone 10.6.30.134 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:41Z" level=info msg="Received Respone 10.6.31.126 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:41Z" level=info msg="Received Respone 10.6.30.36 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:41Z" level=info msg="Received Respone 10.6.30.147 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:41Z" level=info msg="Received Respone 10.6.30.47 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:41Z" level=info msg="Received Respone 10.6.30.27 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:41Z" level=info msg="Received Respone 10.6.31.138 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:42Z" level=info msg="Received Respone 10.6.30.49 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:42Z" level=info msg="Received Respone 10.6.30.168 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:42Z" level=info msg="Received Respone 10.6.31.125 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:42Z" level=info msg="Received Respone 10.6.30.124 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:42Z" level=info msg="Received Respone 10.6.30.63 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:42Z" level=info msg="Received Respone 10.6.31.60 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:42Z" level=info msg="Received Respone 10.6.30.111 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:42Z" level=info msg="Received Respone 10.6.31.75 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:42Z" level=info msg="Received Respone 10.6.31.113 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:42Z" level=info msg="Received Respone 10.6.31.100 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:42Z" level=info msg="Received Respone 10.6.30.172 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:42Z" level=info msg="Received Respone 10.6.30.3 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:42Z" level=info msg="Received Respone 10.6.30.68 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:43Z" level=info msg="Received Respone 10.6.31.61 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:43Z" level=info msg="Received Respone 10.6.30.102 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:43Z" level=info msg="Received Respone 10.6.31.55 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:43Z" level=info msg="Received Respone 10.6.31.119 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:43Z" level=info msg="Received Respone 10.6.31.139 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:43Z" level=info msg="Received Respone 10.6.30.6 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:43Z" level=info msg="Received Respone 10.6.30.137 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:43Z" level=info msg="Received Respone 10.6.31.87 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:43Z" level=info msg="Received Respone 10.6.31.72 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:43Z" level=info msg="Received Respone 10.6.30.156 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:43Z" level=info msg="Received Respone 10.6.30.170 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:43Z" level=info msg="Received Respone 10.6.30.87 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:43Z" level=info msg="Received Respone 10.6.30.20 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:43Z" level=info msg="Received Respone 10.6.30.142 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:43Z" level=info msg="Received Respone 10.6.31.2 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:43Z" level=info msg="Received Respone 10.6.30.72 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:43Z" level=info msg="Received Respone 10.6.30.131 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:43Z" level=info msg="Received Respone 10.6.30.10 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:43Z" level=info msg="Received Respone 10.6.30.51 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:43Z" level=info msg="Received Respone 10.6.30.31 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:43Z" level=info msg="Received Respone 10.6.30.70 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:43Z" level=info msg="Received Respone 10.6.31.56 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:44Z" level=info msg="Received Respone 10.6.31.26 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:44Z" level=info msg="Received Respone 10.6.30.185 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:44Z" level=info msg="Received Respone 10.6.30.97 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:44Z" level=info msg="Received Respone 10.6.30.146 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:44Z" level=info msg="Received Respone 10.6.31.16 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:44Z" level=info msg="Received Respone 10.6.31.103 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:44Z" level=info msg="Received Respone 10.6.30.135 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:45Z" level=info msg="Received Respone 10.6.30.40 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:45Z" level=info msg="Received Respone 10.6.31.14 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:45Z" level=info msg="Received Respone 10.6.31.59 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:45Z" level=info msg="Received Respone 10.6.31.116 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:45Z" level=info msg="Received Respone 10.6.30.127 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:45Z" level=info msg="Received Respone 10.6.30.65 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:45Z" level=info msg="Received Respone 10.6.31.9 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:46Z" level=info msg="Received Respone 10.6.30.157 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:46Z" level=info msg="Received Respone 10.6.31.57 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:46Z" level=info msg="Received Respone 10.6.31.66 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:46Z" level=info msg="Received Respone 10.6.31.7 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:46Z" level=info msg="Received Respone 10.6.30.48 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:46Z" level=info msg="Received Respone 10.6.30.44 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:46Z" level=info msg="Received Respone 10.6.31.107 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:46Z" level=info msg="Received Respone 10.6.30.41 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:46Z" level=info msg="Received Respone 10.6.30.61 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:46Z" level=info msg="Received Respone 10.6.30.133 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:46Z" level=info msg="Received Respone 10.6.30.30 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:47Z" level=info msg="Received Respone 10.6.30.120 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:47Z" level=info msg="Received Respone 10.6.31.122 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:47Z" level=info msg="Received Respone 10.6.31.23 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:47Z" level=info msg="Received Respone 10.6.30.153 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:47Z" level=info msg="Received Respone 10.6.31.20 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:47Z" level=info msg="Received Respone 10.6.31.123 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:47Z" level=info msg="Received Respone 10.6.30.136 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:48Z" level=info msg="Received Respone 10.6.30.35 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:48Z" level=info msg="Received Respone 10.6.30.110 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:48Z" level=info msg="Received Respone 10.6.31.95 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:48Z" level=info msg="Received Respone 10.6.31.91 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:48Z" level=info msg="Received Respone 10.6.31.79 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:48Z" level=info msg="Received Respone 10.6.31.18 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:48Z" level=info msg="Received Respone 10.6.31.70 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:48Z" level=info msg="Received Respone 10.6.30.108 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:48Z" level=info msg="Received Respone 10.6.30.19 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:48Z" level=info msg="Received Respone 10.6.31.137 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:49Z" level=info msg="Received Respone 10.6.31.6 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:49Z" level=info msg="Received Respone 10.6.31.74 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:49Z" level=info msg="Received Respone 10.6.30.7 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:49Z" level=info msg="Received Respone 10.6.30.121 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:49Z" level=info msg="Received Respone 10.6.30.151 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
time="2022-02-25T23:26:49Z" level=info msg="Received Respone 10.6.30.4 Response: {\"ietf-yang-patch:yang-patch-status\":{\"patch-id\":\"as\",\"ok\":[null]}}"
